Participant,source_valence_condition,EP_Score,EC_Effect_CS1_CS2_Difference_Score,intention,color_valence_contingency_memory,US_contingency_memory,hypothesis_awareness,influence_awareness,reactance_IAT,reactance_self_reports,demand_IAT,demand_self_reports
1047,CS2_Positive_CS1_Negative,-98.02678571428567,-5.5,Struan,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
260,CS2_Positive_CS1_Negative,94.3114379084966,-9,Morag,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
184,CS2_Positive_CS1_Negative,28.571052631578993,0,Morag,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
307,CS2_Positive_CS1_Negative,-34.26068111455106,-0.25,Morag,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
812,CS2_Positive_CS1_Negative,11.096581196581155,0,Struan,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
136,CS2_Positive_CS1_Negative,80.98710010319905,-4.25,Struan,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1175,CS2_Positive_CS1_Negative,-14.299999999999955,-6,neitherBrand,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
580,CS2_Positive_CS1_Negative,-29.47514619883043,-3,neitherBrand,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1083,CS2_Positive_CS1_Negative,-17.825000000000045,-5.5,Struan,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
959,CS2_Positive_CS1_Negative,-53.51372549019612,-10,Struan,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
527,CS2_Positive_CS1_Negative,6.636123680241212,-7,Struan,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
564,CS2_Positive_CS1_Negative,32.742105263157896,-10,Struan,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
635,CS2_Positive_CS1_Negative,-86.01111111111106,-2.75,Struan,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
47,CS2_Positive_CS1_Negative,-11.426973684210509,-9,Struan,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
627,CS2_Positive_CS1_Negative,126.90079365079362,-1,Struan,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
159,CS2_Positive_CS1_Negative,9.799999999999955,0,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
116,CS2_Positive_CS1_Negative,-0.9190058479531444,6,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
648,CS2_Positive_CS1_Negative,9.121052631578891,0,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
599,CS2_Positive_CS1_Negative,-68.21403508771925,3,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1004,CS2_Positive_CS1_Negative,-46.6131578947369,-4,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1240,CS2_Positive_CS1_Negative,122.66666666666663,-0.5,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
996,CS2_Positive_CS1_Negative,-109.94164332399635,0.25,Morag,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
108,CS2_Positive_CS1_Negative,-73.76923076923083,0,Morag,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
440,CS2_Positive_CS1_Negative,124.27380952380952,-2.25,Struan,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
904,CS2_Positive_CS1_Negative,17.813157894736833,4,Struan,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1028,CS2_Positive_CS1_Negative,0.1500000000000341,1,Morag,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
988,CS2_Positive_CS1_Negative,22.828947368420927,-0.5,neitherBrand,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1104,CS2_Positive_CS1_Negative,-32.070384294068504,-3,Morag,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
859,CS2_Positive_CS1_Negative,21.453801169590633,-0.5,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
311,CS2_Positive_CS1_Negative,-72.54999999999995,2.25,Struan,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
123,CS2_Positive_CS1_Negative,-37.46218487394947,0,Struan,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
568,CS2_Positive_CS1_Negative,-54.09473684210536,2,Morag,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1244,CS2_Positive_CS1_Negative,16.570760233918122,-0.75,Struan,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
779,CS2_Positive_CS1_Negative,220.25090187590183,-3,neitherBrand,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
99,CS2_Positive_CS1_Negative,-46.65488906088751,-1,Morag,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
971,CS2_Positive_CS1_Negative,-86.52368421052637,1,neitherBrand,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
883,CS2_Positive_CS1_Negative,68.41315789473691,0,Morag,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1107,CS2_Positive_CS1_Negative,-90.56666666666672,7,Morag,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
763,CS2_Positive_CS1_Negative,-65.21842105263158,4.75,Morag,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1215,CS2_Positive_CS1_Negative,-78.10526315789468,1,Morag,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72,CS2_Positive_CS1_Negative,-97.45701754385959,-2.5,neitherBrand,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
19,CS2_Positive_CS1_Negative,-85.38333333333333,5,Morag,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
243,CS2_Positive_CS1_Negative,-120.84829721362235,0,Morag,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
951,CS2_Positive_CS1_Negative,-113.03333333333342,0.25,Morag,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1216,CS2_Positive_CS1_Negative,11.136111111111177,1,neitherBrand,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
464,CS2_Positive_CS1_Negative,-46.861111111111086,-6,Struan,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
51,CS2_Positive_CS1_Negative,-4.772514619883168,2,neitherBrand,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
947,CS2_Positive_CS1_Negative,-1.7191950464397223,0,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
843,CS2_Positive_CS1_Negative,-5.952747678018568,0,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
811,CS2_Positive_CS1_Negative,-53.99215686274505,1,Morag,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
152,CS2_Positive_CS1_Negative,-33.315497076023405,0,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
12,CS2_Positive_CS1_Negative,-19.430925352597228,1,Morag,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
359,CS2_Positive_CS1_Negative,-0.5263157894736423,3.75,Struan,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
1084,CS2_Positive_CS1_Negative,126.0233918128655,2.75,neitherBrand,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
171,CS2_Positive_CS1_Negative,21.529411764705856,-0.75,Morag,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
176,CS2_Positive_CS1_Negative,-57.17659958720344,4,Morag,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
39,CS2_Positive_CS1_Negative,49.44225146198835,0.5,neitherBrand,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
519,CS2_Positive_CS1_Negative,-36.59736842105258,1,neitherBrand,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
567,CS2_Positive_CS1_Negative,70.4649122807017,4.25,Morag,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
103,CS2_Positive_CS1_Negative,-43.655882352941205,4.25,Morag,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
980,CS2_Positive_CS1_Negative,47.14999999999998,1,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
559,CS2_Positive_CS1_Negative,-18.735745614035068,1,Morag,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
399,CS2_Positive_CS1_Negative,3.2552631578946603,0,neitherBrand,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
372,CS2_Positive_CS1_Negative,-92.0849673202614,-3.75,Struan,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
1222,CS1_Positive_CS2_Negative,11.816253869969046,0,neitherBrand,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
134,CS1_Positive_CS2_Negative,3.4253869969041943,2.25,Morag,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
1238,CS1_Positive_CS2_Negative,41.12638888888887,1.5,neitherBrand,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,CS1_Positive_CS2_Negative,-34.14619883040939,0.75,Morag,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
966,CS1_Positive_CS2_Negative,-44.881684981685,8.5,Morag,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
558,CS1_Positive_CS2_Negative,72.20000000000005,-2,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
913,CS1_Positive_CS2_Negative,-8.00687134502914,0,neitherBrand,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
461,CS1_Positive_CS2_Negative,-56.538888888888835,-0.25,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
358,CS1_Positive_CS2_Negative,45.4704334365324,0,neitherBrand,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
650,CS1_Positive_CS2_Negative,44.9064425770307,1.5,Morag,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
373,CS1_Positive_CS2_Negative,0.10263157894735286,4.75,Morag,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1118,CS1_Positive_CS2_Negative,21.278947368420972,0,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,CS1_Positive_CS2_Negative,94.95789473684204,-0.25,Morag,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1089,CS1_Positive_CS2_Negative,10.413157894736798,0,neitherBrand,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
173,CS1_Positive_CS2_Negative,-17.202631578947376,0,Struan,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1097,CS1_Positive_CS2_Negative,-27.529605263157805,-0.25,neitherBrand,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
110,CS1_Positive_CS2_Negative,-40.33333333333337,0,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1257,CS1_Positive_CS2_Negative,49.65701754385975,-1,Struan,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
253,CS1_Positive_CS2_Negative,-38.14999999999998,2.25,Morag,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
645,CS1_Positive_CS2_Negative,-4.718055555555566,0,Morag,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
186,CS1_Positive_CS2_Negative,-51.85263157894747,0,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
894,CS1_Positive_CS2_Negative,-10.938961988304186,-4.5,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
753,CS1_Positive_CS2_Negative,-31.913157894736855,0.75,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
454,CS1_Positive_CS2_Negative,45.38596491228077,0,Morag,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
274,CS1_Positive_CS2_Negative,-29.555847953216357,2,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
282,CS1_Positive_CS2_Negative,-54.10526315789468,0,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1210,CS1_Positive_CS2_Negative,-59.35399159663859,-2.25,Morag,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
634,CS1_Positive_CS2_Negative,-64.74052287581696,0,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
258,CS1_Positive_CS2_Negative,-41.35603715170271,0,neitherBrand,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
118,CS1_Positive_CS2_Negative,-8.431871345029208,0.25,neitherBrand,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
630,CS1_Positive_CS2_Negative,-31.570175438596493,0,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1253,CS1_Positive_CS2_Negative,-40.70467836257308,-1.25,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
574,CS1_Positive_CS2_Negative,32.765789473684265,2.25,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
409,CS1_Positive_CS2_Negative,-45.80555555555554,1,Morag,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
949,CS1_Positive_CS2_Negative,36.74165806673557,0,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1249,CS1_Positive_CS2_Negative,-11.489473684210509,0,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
537,CS1_Positive_CS2_Negative,45.48888888888894,0,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
942,CS1_Positive_CS2_Negative,-28.846732026143854,-4,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1245,CS1_Positive_CS2_Negative,-57.42973856209153,0,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
970,CS1_Positive_CS2_Negative,-39.649071207430325,-6.25,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
254,CS1_Positive_CS2_Negative,-49.27485380116957,2,Morag,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
938,CS1_Positive_CS2_Negative,4.394736842105203,-4,Struan,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
506,CS1_Positive_CS2_Negative,-101.88235294117646,0,Morag,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
893,CS1_Positive_CS2_Negative,-1.0710526315789366,2,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1258,CS1_Positive_CS2_Negative,47.84327485380118,0.25,Struan,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
909,CS1_Positive_CS2_Negative,-57.353801169590724,-0.25,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
350,CS1_Positive_CS2_Negative,76.13782249742007,0,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
878,CS1_Positive_CS2_Negative,-74.45000000000005,-1,neitherBrand,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1145,CS1_Positive_CS2_Negative,-20.800000000000068,10,Morag,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
994,CS1_Positive_CS2_Negative,-48.28792569659447,0.75,Morag,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
29,CS1_Positive_CS2_Negative,-91,-1,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
141,CS1_Positive_CS2_Negative,-52.155555555555566,2,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
961,CS1_Positive_CS2_Negative,-31.572755417956728,0,Morag,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
738,CS1_Positive_CS2_Negative,-5.558730158730157,3,neitherBrand,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1058,CS1_Positive_CS2_Negative,17.51140350877199,4.25,neitherBrand,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
441,CS1_Positive_CS2_Negative,6.246491228070113,-3,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1030,CS1_Positive_CS2_Negative,15.143567251461945,-5,Struan,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
958,CS1_Positive_CS2_Negative,91.07309941520464,0,Morag,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
957,CS1_Positive_CS2_Negative,13.792690058479593,-3,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
73,CS1_Positive_CS2_Negative,-70.09183006535955,1.5,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1038,CS1_Positive_CS2_Negative,5.449999999999989,-1.25,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
758,CS1_Positive_CS2_Negative,-6.969467787114809,0,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
661,CS1_Positive_CS2_Negative,-36.951625386996966,-1,neitherBrand,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
530,CS1_Positive_CS2_Negative,-4.62916666666672,-1.25,Struan,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
77,CS1_Positive_CS2_Negative,-66.32352941176475,-5,neitherBrand,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1178,CS1_Positive_CS2_Negative,-10.396929824561425,-5.75,Struan,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
901,CS1_Positive_CS2_Negative,11.045614035087738,-6.75,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
841,CS1_Positive_CS2_Negative,1.9368421052631106,0,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
149,CS1_Positive_CS2_Negative,38.50760233918129,-0.75,neitherBrand,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
337,CS1_Positive_CS2_Negative,33.02807017543853,1,neitherBrand,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1093,CS1_Positive_CS2_Negative,-57.065789473684276,0.5,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1037,CS1_Positive_CS2_Negative,74.98073615411079,-4.25,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
453,CS1_Positive_CS2_Negative,33.02882205513788,-1.75,Morag,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
890,CS1_Positive_CS2_Negative,95.51842105263154,-2.5,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
221,CS1_Positive_CS2_Negative,31.03421052631586,0,Struan,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
637,CS1_Positive_CS2_Negative,102.67222222222222,-8.25,Struan,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
749,CS1_Positive_CS2_Negative,-27.937518037517975,0,neitherBrand,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46,CS1_Positive_CS2_Negative,7.961111111111222,0,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
877,CS1_Positive_CS2_Negative,108.85855263157896,0,Struan,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
97,CS1_Positive_CS2_Negative,36.4218253968254,-4.75,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
293,CS1_Positive_CS2_Negative,37.17692307692312,-1.75,Morag,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
486,CS1_Positive_CS2_Negative,30.804502063983477,-2.75,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1226,CS1_Positive_CS2_Negative,-69.36568627450981,-4.25,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1098,CS1_Positive_CS2_Negative,48.30789473684206,-2,neitherBrand,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1078,CS1_Positive_CS2_Negative,-88.88888888888891,0,neitherBrand,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
150,CS1_Positive_CS2_Negative,122.86578947368412,-4.25,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
681,CS1_Positive_CS2_Negative,-45.27368421052637,-1,Struan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
369,CS1_Positive_CS2_Negative,39.06274509803916,5.25,Morag,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1201,CS1_Positive_CS2_Negative,113.93508771929828,-2,Struan,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
990,CS1_Positive_CS2_Negative,16.006074008550854,-7.75,Struan,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
381,CS1_Positive_CS2_Negative,-62.641025641025635,1.75,Struan,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
693,CS1_Positive_CS2_Negative,142.7054487179488,-5.25,Struan,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
782,CS1_Positive_CS2_Negative,22.94427244582039,3.75,Struan,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
813,CS1_Positive_CS2_Negative,-119.65847953216371,-5,Struan,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
881,CS1_Positive_CS2_Negative,-208.2527056277056,-1,Struan,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1230,CS1_Positive_CS2_Negative,16.897832817337417,1.75,Struan,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
401,CS1_Positive_CS2_Negative,34.269005847953224,1,Struan,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1162,CS1_Positive_CS2_Negative,49.575219298245656,-1.5,Morag,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
589,CS1_Positive_CS2_Negative,68.7964912280703,0.25,Struan,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
586,CS1_Positive_CS2_Negative,-28.096835225318046,0,neitherBrand,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
169,CS1_Positive_CS2_Negative,-3.6631578947367984,2,Morag,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1217,CS1_Positive_CS2_Negative,-97.56111111111113,7.5,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
325,CS1_Positive_CS2_Negative,-110.75024509803916,-2.5,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
313,CS1_Positive_CS2_Negative,137.1169590643275,10,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
246,CS1_Positive_CS2_Negative,32.36959064327482,1,Morag,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
93,CS1_Positive_CS2_Negative,-41.959722222222126,8,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
845,CS1_Positive_CS2_Negative,-37.50438596491233,3.75,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1025,CS1_Positive_CS2_Negative,-6.389181286549729,8,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1105,CS1_Positive_CS2_Negative,-73.98888888888894,7,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1254,CS1_Positive_CS2_Negative,13.21491228070181,0,Morag,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
769,CS1_Positive_CS2_Negative,-10.87115583075331,3.75,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
385,CS1_Positive_CS2_Negative,-53.307894736842115,4,Morag,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
14,CS1_Positive_CS2_Negative,-15.783333333333417,0,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
886,CS1_Positive_CS2_Negative,-36.38355263157894,0,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
598,CS1_Positive_CS2_Negative,-17.00328517371861,3.5,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1237,CS1_Positive_CS2_Negative,-64.67105263157902,0,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
602,CS1_Positive_CS2_Negative,22.523684210526312,-0.25,Struan,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
78,CS1_Positive_CS2_Negative,-17.73157894736846,3.25,Morag,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
821,CS1_Positive_CS2_Negative,18.323976608187195,8.25,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1090,CS1_Positive_CS2_Negative,-18.01666666666665,0.75,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
470,CS1_Positive_CS2_Negative,-55.98742690058475,1,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
