Participant,source_valence_condition,EP_Score,EC_Effect_CS1_CS2_Difference_Score,intention,color_valence_contingency_memory,US_contingency_memory,hypothesis_awareness,influence_awareness,reactance_IAT,reactance_self_reports,demand_IAT,demand_self_reports
1180,CS2_Positive_CS1_Negative,-73.63137254901972,0,neitherBrand,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
876,CS2_Positive_CS1_Negative,-5.599999999999909,-8,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
983,CS2_Positive_CS1_Negative,6.8004901960783855,-3.75,Struan,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
923,CS2_Positive_CS1_Negative,-37.73684210526312,1.75,neitherBrand,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
191,CS2_Positive_CS1_Negative,-6.437908496732007,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1043,CS2_Positive_CS1_Negative,-21.92631578947362,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
259,CS2_Positive_CS1_Negative,169.6114035087719,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
668,CS2_Positive_CS1_Negative,-101.50000000000011,0,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
120,CS2_Positive_CS1_Negative,25.988888888888937,-9,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1211,CS2_Positive_CS1_Negative,37.35913312693498,-9.75,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
452,CS2_Positive_CS1_Negative,24.888888888888914,-6,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
128,CS2_Positive_CS1_Negative,-25.478173374612993,0,Struan,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
792,CS2_Positive_CS1_Negative,27.30000000000001,1,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
455,CS2_Positive_CS1_Negative,-43.72368421052636,-6.25,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
115,CS2_Positive_CS1_Negative,53.43859649122811,-6.75,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
847,CS2_Positive_CS1_Negative,-52.18684210526311,-7.25,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
28,CS2_Positive_CS1_Negative,114.5526315789474,-9.75,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
691,CS2_Positive_CS1_Negative,-24.57894736842104,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
540,CS2_Positive_CS1_Negative,68.66052631578953,-4.75,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
432,CS2_Positive_CS1_Negative,-46.1444444444445,-7.25,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
96,CS2_Positive_CS1_Negative,-92.545238095238,-4.75,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
288,CS2_Positive_CS1_Negative,-2.6761904761904134,-8,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
91,CS2_Positive_CS1_Negative,4.278947368421086,-6,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
839,CS2_Positive_CS1_Negative,36.13157894736844,-6,neitherBrand,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
643,CS2_Positive_CS1_Negative,-20.760526315789434,-8,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
583,CS2_Positive_CS1_Negative,-12.08169934640523,0,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
287,CS2_Positive_CS1_Negative,78.20928792569657,-6.5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
200,CS2_Positive_CS1_Negative,-19.69210526315794,-6,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
707,CS2_Positive_CS1_Negative,58.51923076923083,-8.25,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
767,CS2_Positive_CS1_Negative,19.684726522187816,-2,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
168,CS2_Positive_CS1_Negative,2.0175438596492086,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
436,CS2_Positive_CS1_Negative,55.74736842105273,-8,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
695,CS2_Positive_CS1_Negative,24.871929824561448,-6.5,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
808,CS2_Positive_CS1_Negative,-3.0973684210526358,0,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
368,CS2_Positive_CS1_Negative,-22.39783281733753,-8,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
775,CS2_Positive_CS1_Negative,79.6817681458549,-9,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
404,CS2_Positive_CS1_Negative,13.059649122807059,-0.5,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
787,CS2_Positive_CS1_Negative,76.03880288957691,-4,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
148,CS2_Positive_CS1_Negative,26.550000000000068,0,Struan,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
880,CS2_Positive_CS1_Negative,0.8982456140350905,0,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1075,CS2_Positive_CS1_Negative,-17.779411764705856,-4,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
255,CS2_Positive_CS1_Negative,-29.289955280357844,-8.25,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
323,CS2_Positive_CS1_Negative,21.371052631579005,-5.75,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
515,CS2_Positive_CS1_Negative,36.74122807017545,-1.75,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
443,CS2_Positive_CS1_Negative,31.668421052631516,-1,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1188,CS2_Positive_CS1_Negative,-25.93627450980398,-4,Struan,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
943,CS2_Positive_CS1_Negative,72.44999999999999,-9.5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1119,CS2_Positive_CS1_Negative,-163.72500000000002,-1,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
804,CS2_Positive_CS1_Negative,114.97163742690054,0,Struan,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
428,CS2_Positive_CS1_Negative,4.231617647058783,0,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
908,CS2_Positive_CS1_Negative,-2.8039215686275156,0,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
855,CS2_Positive_CS1_Negative,47.18333333333328,-1,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
456,CS2_Positive_CS1_Negative,2.6282051282050816,-0.5,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
319,CS2_Positive_CS1_Negative,17.26813186813183,0,neitherBrand,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
499,CS2_Positive_CS1_Negative,54.70695187165768,-7.5,neitherBrand,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1144,CS2_Positive_CS1_Negative,-13.748245614035113,-1.25,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1195,CS2_Positive_CS1_Negative,-34.45263157894732,0,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
444,CS2_Positive_CS1_Negative,37.39210526315799,-4.25,Struan,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
484,CS2_Positive_CS1_Negative,-5.585448916408723,0,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
828,CS2_Positive_CS1_Negative,-24.30964912280706,0,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
783,CS2_Positive_CS1_Negative,20.000000000000114,0,neitherBrand,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
180,CS2_Positive_CS1_Negative,20.640056022409,0.25,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
248,CS2_Positive_CS1_Negative,15.137426900584728,-9.25,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
551,CS2_Positive_CS1_Negative,-18.389473684210543,-2.5,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
336,CS2_Positive_CS1_Negative,-21.673976608187104,0,Struan,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
395,CS2_Positive_CS1_Negative,31.900000000000034,-4,neitherBrand,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
363,CS2_Positive_CS1_Negative,-7.983333333333235,-9.75,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1007,CS2_Positive_CS1_Negative,-56.875,-4.25,Struan,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100,CS2_Positive_CS1_Negative,3.9835526315789593,-1.75,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
408,CS2_Positive_CS1_Negative,88.38591331269345,-8.25,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1031,CS2_Positive_CS1_Negative,65.78947368421052,0.75,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
16,CS2_Positive_CS1_Negative,34.8087719298245,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
223,CS2_Positive_CS1_Negative,79.89802631578948,-8,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
655,CS2_Positive_CS1_Negative,-36.6649122807018,-5,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
304,CS2_Positive_CS1_Negative,85.91904761904766,-7,Struan,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
48,CS2_Positive_CS1_Negative,-12.205263157894706,0,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
560,CS2_Positive_CS1_Negative,34.24270541549947,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
696,CS2_Positive_CS1_Negative,-24.76461988304095,-1.5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
864,CS2_Positive_CS1_Negative,-40.747058823529414,-3,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1112,CS2_Positive_CS1_Negative,51.3397660818714,-8,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
132,CS2_Positive_CS1_Negative,40.76436188510502,-4.75,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
884,CS2_Positive_CS1_Negative,-19.130650154798786,-6,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
460,CS2_Positive_CS1_Negative,83.28224974200214,-6,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
675,CS2_Positive_CS1_Negative,40.42105263157896,-2,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
684,CS2_Positive_CS1_Negative,245.6350877192982,-7,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
532,CS2_Positive_CS1_Negative,57.696491228070215,-5.75,neitherBrand,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
324,CS2_Positive_CS1_Negative,22.96695906432751,-6,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
591,CS2_Positive_CS1_Negative,-19.623684210526392,-6,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
807,CS2_Positive_CS1_Negative,98.77105263157887,-6.5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
931,CS2_Positive_CS1_Negative,31.394117647058863,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
992,CS2_Positive_CS1_Negative,-30.39542483660125,-1.5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
752,CS2_Positive_CS1_Negative,64.604248366013,-5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
512,CS2_Positive_CS1_Negative,-39.01954334365337,-6,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
896,CS2_Positive_CS1_Negative,-62.850000000000136,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1184,CS2_Positive_CS1_Negative,4.273684210526369,-1.75,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
507,CS2_Positive_CS1_Negative,9.460526315789423,-3.5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
651,CS2_Positive_CS1_Negative,0.7526315789474438,-3.25,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
283,CS2_Positive_CS1_Negative,41.636842105263156,-5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1199,CS2_Positive_CS1_Negative,65.30665634674926,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1260,CS2_Positive_CS1_Negative,53.518055555555634,-5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1132,CS2_Positive_CS1_Negative,8.937499999999943,-5.25,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
520,CS2_Positive_CS1_Negative,-47.44210526315794,-7.5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
339,CS2_Positive_CS1_Negative,13.969728242174142,-7.5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
607,CS2_Positive_CS1_Negative,2.5439284485723874,-4.5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
400,CS2_Positive_CS1_Negative,-7.891812865497059,-5,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
868,CS2_Positive_CS1_Negative,10.060526315789502,-8,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1136,CS2_Positive_CS1_Negative,-41.10789473684201,-9,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
744,CS2_Positive_CS1_Negative,68.41111111111115,-2,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
63,CS2_Positive_CS1_Negative,57.57070707070693,-5.5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
523,CS2_Positive_CS1_Negative,78.36519607843144,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1131,CS2_Positive_CS1_Negative,42.774681802545615,-1,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
848,CS2_Positive_CS1_Negative,-69.26006191950466,-10,Struan,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1027,CS2_Positive_CS1_Negative,65.67352941176466,-5,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
552,CS2_Positive_CS1_Negative,-3.076023391812896,-6,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
427,CS2_Positive_CS1_Negative,-33.784210526315974,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
555,CS2_Positive_CS1_Negative,-26.836842105263145,-8,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1052,CS2_Positive_CS1_Negative,-37.137426900584785,4.5,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
1212,CS2_Positive_CS1_Negative,95.36633986928098,3.25,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
504,CS2_Positive_CS1_Negative,-22.611842105263122,-6,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
208,CS2_Positive_CS1_Negative,25.527485380116786,-6.25,Struan,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
639,CS2_Positive_CS1_Negative,-72.66140350877197,-0.25,Struan,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
127,CS2_Positive_CS1_Negative,60.03076923076924,-1.25,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
331,CS2_Positive_CS1_Negative,68.9333333333334,0,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1063,CS2_Positive_CS1_Negative,5.665789473684185,-2.75,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
724,CS2_Positive_CS1_Negative,-4.797368421052624,-4,Struan,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
375,CS2_Positive_CS1_Negative,3.689181286549797,-3.5,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
335,CS2_Positive_CS1_Negative,-46.383394383394375,-10,Struan,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
791,CS2_Positive_CS1_Negative,41.53092105263153,-2.5,Struan,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
