Experiment,yi,sei
Experiment 1,1.3131096298771028,0.22031733372244938
Experiment 2,-0.23080107774240127,0.20057547868894665
Experiment 3,0.6616245739165911,0.21150446464169903
Experiment 4,0.5702035202073439,0.15437983345616924
Experiment 5,0.7349114278524527,0.15210509008167875
Experiment 6,0.9550628537673792,0.1396826735226005
Experiment 7 (standard),0.8448070418584948,0.252341293923871
Experiment 7 (random),1.2103953916748262,0.28300128571124666
