Experiment,yi,sei
Experiment 1,2.6142690308074035,0.6863903741368246
Experiment 2,-1.5149544652315694,0.564630655513654
Experiment 3,1.9371382443973648,0.6281220313269427
Experiment 4,2.032461938309154,0.4587308485863798
Experiment 5,1.6094288263876315,0.48989729272873056
Experiment 6,2.6982674797310846,0.3855865868917138
Experiment 7,1.4881974056588214,0.22985723511139317
