Participant,source_valence_condition,IAT_Score,EC_Effect_CS1_CS2_Difference_Score,intention,color_valence_contingency_memory,US_contingency_memory,hypothesis_awareness,influence_awareness,reactance_IAT,reactance_self_reports,demand_IAT,demand_self_reports
86,CS1_Positive_CS2_Negative,-0.293,6.25,Struan,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
87,CS1_Positive_CS2_Negative,0.341,-3.5,Struan,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
88,CS1_Positive_CS2_Negative,0.107,0,neitherBrand,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
89,CS2_Positive_CS1_Negative,-1.048,-10,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
90,CS2_Positive_CS1_Negative,-0.093,0,Idon'tknow,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
91,CS2_Positive_CS1_Negative,0.057,-1.75,Morag,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
93,CS2_Positive_CS1_Negative,-0.462,-1,neitherBrand,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
96,CS2_Positive_CS1_Negative,0.475,6,Idon'tknow,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
97,CS1_Positive_CS2_Negative,-0.601,-9.5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
98,CS1_Positive_CS2_Negative,-1.01,-1.25,neitherBrand,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
110,CS2_Positive_CS1_Negative,0.694,0,neitherBrand,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
116,CS1_Positive_CS2_Negative,-0.364,0,Struan,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
126,CS2_Positive_CS1_Negative,0.624,-1,Struan,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
127,CS2_Positive_CS1_Negative,-0.335,0.25,Idon'tknow,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
132,CS1_Positive_CS2_Negative,0.281,0,bothMoragandStruan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
134,CS1_Positive_CS2_Negative,-0.644,-10,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
136,CS2_Positive_CS1_Negative,-0.288,-0.75,bothMoragandStruan,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
137,CS2_Positive_CS1_Negative,-0.215,-8.75,neitherBrand,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
138,CS2_Positive_CS1_Negative,-0.44,-6,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
139,CS2_Positive_CS1_Negative,-0.464,-5.5,Morag,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
142,CS2_Positive_CS1_Negative,1.019,10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
143,CS2_Positive_CS1_Negative,0.464,5,Struan,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
146,CS1_Positive_CS2_Negative,-0.046,0,bothMoragandStruan,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
150,CS1_Positive_CS2_Negative,-0.837,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
153,CS2_Positive_CS1_Negative,-1.288,-8,Morag,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
155,CS2_Positive_CS1_Negative,-0.631,0,neitherBrand,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
160,CS2_Positive_CS1_Negative,0.878,-0.75,bothMoragandStruan,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
163,CS1_Positive_CS2_Negative,0.849,6.5,Morag,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
165,CS1_Positive_CS2_Negative,-0.164,0.75,Morag,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,CS1_Positive_CS2_Negative,-0.414,-6,Struan,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
167,CS1_Positive_CS2_Negative,-0.333,1,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
173,CS2_Positive_CS1_Negative,-0.775,-10,Idon'tknow,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
179,CS1_Positive_CS2_Negative,0.435,5,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,CS1_Positive_CS2_Negative,0.922,0,Struan,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
186,CS2_Positive_CS1_Negative,-0.439,-10,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
187,CS2_Positive_CS1_Negative,-0.525,-7.25,Morag,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
188,CS2_Positive_CS1_Negative,-0.442,-1.75,bothMoragandStruan,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
189,CS2_Positive_CS1_Negative,0.322,2.75,Struan,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
190,CS2_Positive_CS1_Negative,-0.301,-10,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
191,CS2_Positive_CS1_Negative,-1.189,-6,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
193,CS1_Positive_CS2_Negative,-0.326,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
194,CS1_Positive_CS2_Negative,-0.774,-0.75,Struan,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
195,CS1_Positive_CS2_Negative,-0.635,-6,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
196,CS1_Positive_CS2_Negative,0.067,0,Idon'tknow,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
197,CS1_Positive_CS2_Negative,-0.758,-10,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
199,CS1_Positive_CS2_Negative,-0.04,-8,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
201,CS2_Positive_CS1_Negative,-0.133,-1.75,Struan,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
206,CS2_Positive_CS1_Negative,-0.597,-6,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
210,CS1_Positive_CS2_Negative,-0.207,-9,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
211,CS1_Positive_CS2_Negative,0.055,4,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
212,CS1_Positive_CS2_Negative,0.273,-2.75,Morag,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
216,CS1_Positive_CS2_Negative,-0.903,0,Idon'tknow,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
217,CS2_Positive_CS1_Negative,-0.634,0,neitherBrand,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
218,CS2_Positive_CS1_Negative,0.316,8.75,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
219,CS2_Positive_CS1_Negative,-0.661,0,bothMoragandStruan,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
220,CS2_Positive_CS1_Negative,-0.471,-2.5,bothMoragandStruan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
221,CS2_Positive_CS1_Negative,-0.346,-8,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
222,CS2_Positive_CS1_Negative,0.519,3,Morag,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
228,CS1_Positive_CS2_Negative,-0.522,0,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
230,CS1_Positive_CS2_Negative,0.32,4.25,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
231,CS1_Positive_CS2_Negative,-0.12,-10,Struan,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
238,CS2_Positive_CS1_Negative,0.609,10,Struan,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
