Participant,Age,Gender,source_valence_condition,IAT_Score,EC_Effect_CS1_CS2_Difference_Score,intention,us_valence_contingency_memory,CS_contingency_memory,hypothesis_awareness,influence_awareness,reactance_IAT,reactance_self_reports,demand_IAT,demand_self_reports
728,32,female  ,CS2_Positive_CS1_Negative,-0.453785172,0,neitherBrand,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
738,30,female  ,CS1_Positive_CS2_Negative,0.254827921,6.5,neitherBrand,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
739,18,female  ,CS1_Positive_CS2_Negative,0.584868501,0,neitherBrand,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
742,29,male    ,CS2_Positive_CS1_Negative,0.418907542,0.25,Morag,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
743,34,female  ,CS2_Positive_CS1_Negative,0.308204642,0,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
747,18,male    ,CS1_Positive_CS2_Negative,0.48289121,0.5,Morag,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
756,20,male    ,CS1_Positive_CS2_Negative,0.456594249,7,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
766,37,male    ,CS2_Positive_CS1_Negative,0.340743707,0,Morag,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
767,27,female  ,CS2_Positive_CS1_Negative,-0.699507591,-5.5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
770,34,male    ,CS1_Positive_CS2_Negative,-1.088613565,-4,Struan,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
774,20,female  ,CS2_Positive_CS1_Negative,-0.237262866,-0.25,Morag,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
775,19,male    ,CS2_Positive_CS1_Negative,0.562271931,-0.75,Struan,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
780,36,female  ,CS1_Positive_CS2_Negative,0.732865823,4.75,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
782,21,female  ,CS2_Positive_CS1_Negative,0.081267256,-6.75,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
786,36,male    ,CS1_Positive_CS2_Negative,0.528797257,10,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
788,39,male    ,CS1_Positive_CS2_Negative,-0.503026699,0,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
796,25,female  ,CS1_Positive_CS2_Negative,0.284271295,6,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
800,25,male    ,CS2_Positive_CS1_Negative,-0.363475701,4,Morag,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
801,29,male    ,CS1_Positive_CS2_Negative,0.394558702,7.75,Morag,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
809,20,male    ,CS1_Positive_CS2_Negative,0.168760733,0.75,Morag,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
810,40,female  ,CS1_Positive_CS2_Negative,0.00709572,0,neitherBrand,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
811,21,male    ,CS1_Positive_CS2_Negative,0.143136547,0,Morag,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
822,45,male    ,CS2_Positive_CS1_Negative,0.48049929,-7.5,Struan,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
823,19,female  ,CS2_Positive_CS1_Negative,0.14292993,1,neitherBrand,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
830,37,female  ,CS2_Positive_CS1_Negative,0.731493772,1.5,Morag,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
859,19,male    ,CS1_Positive_CS2_Negative,0.563128602,2.25,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
868,23,female  ,CS1_Positive_CS2_Negative,0.724661524,7.5,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
876,19,male    ,CS1_Positive_CS2_Negative,-0.079769478,6.25,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
900,32,female  ,CS1_Positive_CS2_Negative,0.689331204,6.75,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
905,21,female  ,CS1_Positive_CS2_Negative,0.772477857,7.5,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
917,28,female  ,CS2_Positive_CS1_Negative,-0.477750283,-6.25,Struan,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
920,33,female  ,CS2_Positive_CS1_Negative,-0.260936723,1.25,Morag,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
922,30,female  ,CS1_Positive_CS2_Negative,0.408169473,10,Morag,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
932,38,male    ,CS1_Positive_CS2_Negative,-0.327208656,-1.75,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
998,21,female  ,CS2_Positive_CS1_Negative,-0.728813917,-8.25,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1003,31,female  ,CS1_Positive_CS2_Negative,0.45083655,4,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1004,23,female  ,CS1_Positive_CS2_Negative,0.218589708,-4,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1006,25,male    ,CS2_Positive_CS1_Negative,-0.393508877,-7,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
127,30,female  ,CS2_Positive_CS1_Negative,-0.454899082,-4,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
185,32,male    ,CS1_Positive_CS2_Negative,0.487264607,8,neitherBrand,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
265,23,other   ,CS1_Positive_CS2_Negative,0.51580682,6.25,Morag,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
501,23,male    ,CS2_Positive_CS1_Negative,-0.672739153,0.75,Struan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
562,42,male    ,CS1_Positive_CS2_Negative,0.35336851,7.5,neitherBrand,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
619,26,male    ,CS1_Positive_CS2_Negative,0.652878088,-8.25,neitherBrand,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
709,29,female  ,CS2_Positive_CS1_Negative,-0.416640558,-1,neitherBrand,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
792,19,male    ,CS2_Positive_CS1_Negative,-0.63805674,-10,Struan,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
943,31,male    ,CS2_Positive_CS1_Negative,0.725659782,0,neitherBrand,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
946,24,male    ,CS1_Positive_CS2_Negative,0.508255038,5.75,Struan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
967,28,female  ,CS2_Positive_CS1_Negative,-0.582075133,-6,neitherBrand,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
976,26,female  ,CS2_Positive_CS1_Negative,-0.285686661,0,neitherBrand,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
184,40,male    ,CS2_Positive_CS1_Negative,-0.266508787,-8,Struan,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
693,19,female  ,CS2_Positive_CS1_Negative,-0.550028902,-10,Struan,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
733,37,male    ,CS2_Positive_CS1_Negative,-1.207312442,-7.25,Struan,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
23,21,male    ,CS2_Positive_CS1_Negative,-0.409216003,-5.5,Struan,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
910,30,male    ,CS2_Positive_CS1_Negative,-0.44337369,-10,Struan,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
62,20,male    ,CS2_Positive_CS1_Negative,-0.845257308,-10,Struan,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
161,19,male    ,CS1_Positive_CS2_Negative,1.262953518,8.5,Morag,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
219,22,male    ,CS1_Positive_CS2_Negative,0.231580126,-0.75,neitherBrand,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
244,23,male    ,CS1_Positive_CS2_Negative,0.27551428,1,neitherBrand,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
345,20,female  ,CS1_Positive_CS2_Negative,0.687217785,-2.75,Struan,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
409,36,male    ,CS1_Positive_CS2_Negative,0.963530869,10,Morag,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
